"","year","da","NUM_COLLISIONS","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","sndp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","tornado_funnel_cloud","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Mon","Sat","Sun","Thu","Tue","Wed"
"3240",2019,19,630,46.5,43.1,1005.8,8.4,7.5,19,27,51.1,43,0.38,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3241",2019,22,633,48.1,43.4,1011.4,8.8,10.6,19,29.9,57,32,0.01,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3242",2017,5,519,54.5,49.5,1026,10,10.8,19,22.9,61,46.9,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3243",2017,21,790,51.1,39,1020.3,10,15.3,19,27,57.9,37,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3244",2012,1,439,47.7,37.4,1001.8,10,6,19,23.9,57.2,43,0.04,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3245",2015,21,597,48.8,34.7,1021.5,10,14.3,20,28.9,61,39.9,0.78,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3246",2012,24,458,44.1,27.7,1006.8,9.5,7.6,20,30.9,53.1,37.9,0.01,999.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3247",2016,6,532,49.9,42.3,1019.1,9,10.5,20,28.9,55.9,36,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3248",2019,21,647,43.3,36.2,1017.1,10,13,20,26,48.9,34,0.09,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3249",2016,29,752,43.8,38.5,1021.7,8.5,9.7,20,27,53.6,33.1,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3250",2013,4,658,42,26,1032,10,13.9,20,25.1,55,39,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3251",2018,7,696,57.9,52.2,1012.9,8.4,13.7,20,26,62.6,55,0.35,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3252",2013,7,646,57.8,55.7,1015.6,7.1,11.4,20,28,64,37,0.01,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3253",2018,15,1065,34,18.9,1033.3,9.9,10.6,20,28,44.1,28.9,0,999.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3254",2018,17,559,44.5,31.4,1015.5,10,12.1,20,26,50,41,0.03,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3255",2015,24,733,37.5,17,1024.6,10,11.7,20,25.1,48,30.9,0.25,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3256",2017,29,701,52.2,47.6,1019.8,9.8,14.6,20,26,59,46,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3257",2018,2,746,60,57.8,1010.6,5.2,13.9,20,27,64,55,0.01,999.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3258",2018,5,759,47.5,41.9,1030.9,9.7,9.2,20,32.1,53.1,37,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3259",2013,8,682,47.1,32,1012.2,10,13.7,20,27,64,41,1.56,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3260",2014,8,543,43.9,29.7,1012,10,13.9,20,32.1,55,37,0.03,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3261",2013,9,571,41.7,22.4,1020.4,10,12.9,21,28.9,51.1,37.9,0.03,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3262",2017,20,748,40.5,24.6,1010.3,10,15.4,21,35.9,45,37.9,0.18,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3263",2015,7,500,61.4,54.7,1013.4,6.9,10.9,21,26,64.9,57,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3264",2016,13,518,51.3,36.2,1017.2,10,14.2,21,28,57,37.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3265",2018,4,502,47.7,32.3,1029.1,10,9.9,21,32.1,63,37,0.45,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3266",2012,28,512,37.5,28.8,1022.7,9.3,7.1,21,28,44.6,34,0.59,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3267",2017,26,485,48.9,39.7,1007.2,9.9,12.2,21,31.1,55.9,41,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3268",2017,10,724,44.6,33.5,1016.1,10,12.3,21,28.9,55,32,0.05,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3269",2019,23,528,40.4,24.6,1012.4,10,13.9,21,32.1,57,36,0.22,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3270",2017,4,613,53.6,44.6,1024.3,9.3,13.9,21,32.1,66,46.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3271",2018,21,732,39.9,28.6,1014.7,9.7,13.8,21,27,46,34,0.04,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3272",2012,15,623,40.4,25,1029.7,10,5.3,21,27,48.2,36,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3273",2019,9,502,35.3,21.8,1024.6,10,10.2,21,29.9,48.9,32,0.06,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3274",2014,7,641,52.5,46.7,999,7.9,11.7,21,29.9,59,46,0.85,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3275",2016,12,603,42.1,25.4,1019.6,10,13.9,22,29.9,46,39,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3276",2019,17,444,41.5,29.4,1027.1,10,14.2,22,29.9,46,34,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3277",2014,21,677,36.8,15.4,1017.4,10,15.8,22,35.9,53.1,32,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3278",2013,11,456,47.1,30.4,1015.7,10,15.9,22,31.1,60.1,42.1,0.01,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3279",2014,28,444,37,30.9,1015.6,9.3,12.6,22,29.9,46,34,0.05,999.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3280",2013,19,600,47,29.2,1010.1,9.8,14,22,28.9,60.1,39.9,0.26,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3281",2017,11,623,30.2,18,1029.7,10,12.6,22,28.9,36,26.1,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3282",2015,8,472,53.2,35.5,1021.8,10,11,22,28.9,64.9,46.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3283",2012,14,625,42.8,29.9,1031.9,9.6,7.7,22,28.9,46.9,37,0.33,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3284",2013,14,620,42.8,27.4,1021.3,10,14.2,22,28.9,50,30,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3285",2021,8,329,54.9,45,1017.4,10,16,22.9,29.9,59,51.1,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3286",2019,13,599,29,11.6,1019.9,9.3,17.5,22.9,35.9,33.1,23,0.25,999.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3287",2021,26,261,50.3,43,1003.9,9,8.3,22.9,28.9,57,39,0,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3288",2017,17,814,43.8,33.2,1009.4,9.9,15.6,22.9,35.9,54,42.1,0.55,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3289",2012,25,415,36.6,17.2,1011.6,10,7.1,22.9,30.9,41,33.1,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3290",2013,12,647,45.7,36.8,1015,8.5,16.5,22.9,28.9,55,32,0,999.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3291",2014,20,635,45.7,32.6,1014,9.8,16.1,22.9,31.1,53.1,28.9,0.03,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3292",2020,2,327,42.1,25.5,1002.5,10,20.4,22.9,35.9,46,37,0.44,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3293",2016,30,730,52.9,51.3,1013.1,4.1,12.6,22.9,33,57.2,48.2,1.05,999.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3294",2017,8,662,47,43.6,1020.7,9.7,16.7,22.9,29.9,57,44.1,0.37,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3295",2020,12,327,60.7,59,1013.7,3.7,11.3,22.9,31.1,64.9,51.8,0.84,999.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3296",2017,23,469,38.7,30.1,1015,10,11.1,22.9,35.9,57,34,0.28,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3297",2019,24,517,50.2,45.5,1000.6,7.5,13,22.9,35.9,57.9,36,0.1,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3298",2020,19,279,37.2,24.1,1034.1,10,11.3,22.9,31.1,51.1,23,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3299",2015,15,500,47.6,32.3,1020.3,10,14.3,22.9,27,55.9,41,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3300",2017,16,811,46.6,43.4,1015,8.9,10.1,22.9,28.9,54,39,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3301",2017,22,774,54.2,52.3,1014,8,13.5,22.9,34,57.9,45,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3302",2018,22,412,24.9,4.8,1022.1,10,19.2,22.9,33,44.1,19,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3303",2016,18,776,50.9,44.1,1014.8,10,18,22.9,28.9,55,41,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3304",2015,6,616,62.3,60.4,1020.6,4.3,11.3,24.1,34,66.9,52,0.14,999.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3305",2019,25,641,45.4,36.5,1004.1,10,12.8,24.1,33,57.9,41,0.4,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3306",2014,17,666,52.1,48.9,1014.6,6.5,9.5,24.1,35,61,45,0.09,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3307",2013,1,710,62.3,59.7,1008.7,6.3,18.2,24.1,34,66,45,0.01,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3308",2019,30,465,35,18.3,1013.2,10,15.8,24.1,29.9,42.1,30.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3309",2018,14,688,39.3,20.6,1021.6,10,16.5,24.1,28.9,61,33.1,1.22,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3310",2013,18,611,55.9,53.7,1006.1,5,13.5,24.1,35,60.8,51.1,0.23,999.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3311",2015,12,637,52.5,49,1011.3,7.3,11.5,24.1,29.9,59,51.1,0.17,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3312",2015,14,613,49,29,1009.4,10,18.7,24.1,35.9,61,43,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3313",2013,3,415,49.4,43.7,1013,8.8,12,24.1,28.9,60.1,42.1,0.05,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3314",2016,11,665,54.9,41,1003.5,10,16,24.1,34,63,46.9,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3315",2018,29,646,41.3,29,1002.8,10,17.1,24.1,35.9,48.9,36,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3316",2013,28,429,40.1,28.4,1014.2,9.4,14.9,24.1,35.9,60.1,30,1.86,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3317",2019,12,595,53.9,50.4,1009.5,8.4,13.1,24.1,35.9,60.1,33.1,0,999.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3318",2016,22,765,37.7,21.4,1009,10,15.1,24.1,33,43,34,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3319",2021,27,263,40.7,25.8,1002.7,10,18.1,24.1,35,53.1,37.9,0.15,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3320",2020,3,285,44,25.1,1013,10,17.2,24.1,39,48,37,0,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3321",2021,14,269,49.4,35.2,1010.4,10,14,24.1,32.1,62.1,44.1,0.05,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3322",2020,16,305,54.9,41.5,1010.3,9.4,16.9,25.1,36.9,61,50,0.24,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3323",2015,13,677,58.3,47.5,1000.3,9.8,16.9,25.1,34,61,51.1,0.07,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3324",2018,11,500,39.9,21.2,1022.8,10,13.7,25.1,31.1,44.1,37,0.31,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3325",2014,3,625,44.6,20.6,1012.6,10,18.9,25.1,35.9,52,37,0.66,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3326",2020,30,301,52.7,49.4,1016.9,8.3,13.2,25.1,33,57.9,37.9,0,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3327",2018,23,476,23,11.1,1031.4,9.7,13.1,25.1,33,30.9,19,0,999.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3328",2016,7,699,47.4,36.7,1026.2,9.6,18.8,25.1,31.1,54,43,0.35,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3329",2016,16,705,54.4,49.5,1006.4,8,12.8,25.1,32.1,59,51.1,0.5,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3330",2019,8,676,42.7,31.3,1014.8,10,15.7,25.1,38.1,60.1,34,0.11,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3331",2015,23,704,45.2,35.2,1010,8.5,17.4,25.1,34,57,39.9,1.68,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3332",2012,13,648,52.4,47.5,1024.6,8.8,6.1,25.1,29.9,62.6,44.1,0.06,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3333",2014,23,425,52.6,41.5,1021.4,8.9,18.3,26,35,57.9,48,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3334",2013,10,474,52.5,39.7,1013.4,10,13,26,35.9,60.1,37.9,0,999.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3335",2018,13,754,51.9,46.5,1020.7,5.8,16.9,26,39,61,37,0.13,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3336",2014,18,712,48.9,39.6,1004.5,7.8,17.1,26,38.1,63,34,2.91,999.9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3337",2019,18,743,48.4,44.7,1006.8,3.6,21.7,26,35.9,51.1,39,0.07,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3338",2016,20,529,47,42.3,996,5.5,14.4,27,36.9,50,41,0.13,999.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3339",2016,21,684,38.8,23.3,998.3,10,21.2,27,39,51.1,37,0.07,999.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3340",2013,25,710,27,4.4,1025.3,10,15.4,27,39,36,23,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3341",2014,24,722,54.8,52.5,1014.5,4.5,15.5,27,34,61,46.9,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"3342",2014,27,378,41.8,36.7,1008,8.6,13.8,27,39,48.2,37.4,1.86,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3343",2014,22,512,37.1,19.7,1028.3,10,15.9,28,34,48,28,0,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3344",2013,24,494,30.5,9.2,1011.1,10,18.3,28,47,52,26.1,0.01,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3345",2019,16,527,39.7,24.5,1026.2,10,18.4,28,35,55,34,0.03,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3346",2018,25,483,47.7,45.7,1008.4,6.1,15.9,28.9,40,51.8,45,0.57,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3347",2015,11,530,56.1,53.7,1005.8,4,20.5,28.9,38.1,61,50,0.72,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3348",2019,29,425,40.5,30.5,1015.6,10,20.1,28.9,44.1,55,37.9,0.09,999.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3349",2014,1,656,53,46.9,1009,8.8,18.8,28.9,41,57.9,42.1,0.08,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3350",2018,27,609,46.9,42.2,993.6,7.2,19.3,28.9,39,51.1,42.1,0.57,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"3351",2012,9,688,43.3,25.8,1016.1,9.8,9.6,30.9,43.9,53.1,36,0.17,3.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3352",2018,16,720,42.8,39.1,1005,5.5,19,31.1,42.9,53.1,35.1,1.16,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3353",2017,19,573,54.8,50.4,998.1,7.8,16.8,31.1,41,59,44.1,0,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3354",2019,28,374,47.2,41,1000.4,8.9,20.5,31.1,44.1,55,39,0.09,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3355",2021,12,353,58.3,50.7,1022.7,8.5,18.8,31.1,49,64.9,42.1,0,999.9,1,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3356",2014,26,742,48,41.1,1018,6.7,11.9,32.1,46,59,44.1,0.01,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3357",2013,27,742,53.3,51.9,1009.8,5.2,20,32.1,42.9,59,46,0.15,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3358",2018,3,656,59.7,55.6,1008.9,5.4,19.2,32.1,38.1,64,54,0.46,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3359",2018,10,606,52.2,44.9,1009.3,7.5,19.1,32.1,44.1,62.1,39,1.32,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"3360",2019,1,782,58.7,48.7,1011.6,8.4,20.2,32.1,53,66.9,50,0.23,999.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"3361",2014,2,532,43.5,38.4,1001.3,6.3,32.8,39,55,55,37,1.15,999.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"3362",2012,8,550,41.2,35.1,1006.4,5.1,15.2,41,59.1,55.9,30.2,2.45,999.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"3363",2012,7,718,37.1,27.1,1014.6,7.3,10.1,42,55.9,48.2,30.9,0,999.9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"3365",2021,31,232,48.3,44.9,1014.2,8.5,3.4,8,999.9,51.1,45,0,999.9,1,0,0,0,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3366",2021,25,189,42.7,38.9,1010.2,8.3,6.4,12,999.9,50,28.9,0.01,999.9,1,0,0,0,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3367",2021,8,287,39.9,29.5,1018.8,9.5,6.2,12,999.9,59,34,0.16,999.9,1,0,0,0,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3368",2020,11,348,41.5,35.7,1022.4,10,5.8,12,999.9,54,27,0,999.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3369",2020,14,250,44,39.4,1013.2,8.9,6.3,12,999.9,57,39.9,0,999.9,1,0,0,0,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3370",2021,24,281,31.5,18.3,1020.6,8.5,5.8,12,999.9,37,28.9,0,999.9,1,0,0,0,1000,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"3371",2021,1,266,43.6,33.3,1018,10,6.7,13,20,51.1,32,0.07,999.9,1,0,0,0,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3372",2021,18,331,46.5,34.7,1020.1,9.7,7.7,13,999.9,61,44.1,0,999.9,1,0,0,0,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3373",2020,21,268,42.3,39.9,1010.9,8.2,7.9,13,999.9,48.9,26.1,0.28,999.9,1,0,0,0,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3374",2020,9,280,35.4,26.2,1007.9,9.6,9.2,13,25.1,44.1,30,0.01,999.9,1,0,0,0,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"3375",2020,12,285,52.1,50,1021.2,8.6,7,14,999.9,57.9,48,0,999.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3376",2021,5,255,44.1,28.3,1025.9,10,7.8,14,999.9,48.9,33.1,0,999.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3377",2021,28,221,43.1,38.3,1011,9.1,7.5,14,999.9,48.9,35.1,0.05,999.9,1,0,0,0,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"3378",2020,28,217,43,36.2,1024.8,10,9.5,14,999.9,52,26.1,0,999.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"3379",2021,2,319,50.7,43.6,1013.2,9.8,9.1,14,999.9,57.9,39,0,999.9,1,0,0,0,0,10000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"3380",2020,27,184,34.2,21.2,1021.2,10,7.7,15,22,44.1,28.9,0,999.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3381",2020,19,251,35.6,27.6,1026.3,9.7,8.6,15,24.1,39.9,34,0.01,999.9,1,0,0,0,1000,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
