"","year","da","NUM_COLLISIONS","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","sndp","fog","rain_drizzle","snow_ice_pellets","hail","thunder","tornado_funnel_cloud","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Mon","Sat","Sun","Thu","Tue","Wed"
"1010",2016,28,489,47.7,34.1,1015.8,10,10.1,15,999.9,54,41,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1011",2017,9,541,46.3,30.9,1017.4,10,10.5,15,21,55,39,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1012",2018,21,584,44.6,31.9,1024.6,10,10.5,15,18.1,52,37,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1013",2019,24,515,51.5,47.2,1007.2,8,9.8,15,999.9,66,44.1,0.03,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1014",2019,13,599,49.7,48,1020.8,5.2,12.6,15,20,52,39,0,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1015",2017,28,857,53.1,51,1015.6,3.3,8.2,15,19,63,48,0,999.9,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1016",2014,18,496,40.4,32,1032.7,9.9,9.1,15,21,46,35.1,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1017",2015,30,640,48.1,38.3,1009.8,10,7.8,15.9,19,57,39,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1018",2015,2,653,37.1,27.6,1022.3,9.9,7,15.9,999.9,46.9,24.1,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1019",2014,30,651,43.5,36.5,1030.7,9.8,12.3,15.9,24.1,46,41,0.01,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1020",2015,22,568,49.8,39.7,1007.9,10,8.6,15.9,22,57,37.9,0.05,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1021",2015,12,443,45,31.4,1022.8,10,10.1,15.9,22.9,57.9,32,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1022",2016,22,741,55.4,48.4,1013.8,8.7,10.2,15.9,999.9,72,44.1,0,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1023",2017,10,634,46.9,39.6,1023.2,10,10.2,15.9,999.9,55,39.9,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1024",2017,17,488,56.4,48.3,1010.6,8.7,12,15.9,21,70,48.9,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1025",2014,3,592,40.9,30.9,1018.5,10,8.4,15.9,20,48.9,33.1,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1026",2017,13,590,49.8,38.5,1024.2,9.5,8.2,15.9,20,57,42.1,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1027",2022,18,239,47,31.5,1026.3,10,10.6,15.9,20,54,41,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1028",2022,21,236,47.7,41.6,1032.8,9.8,9.5,15.9,999.9,55.9,34,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1029",2013,16,564,46,40.5,1028.7,10,9.3,15.9,999.9,53.1,37.9,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1030",2021,2,283,37.1,25.3,1018.3,9.4,10.8,15.9,20,43,34,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1031",2014,25,617,49,32.3,1013.4,10,10.5,15.9,22.9,57,43,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1032",2014,10,645,41.6,28.9,1019.5,9.9,8.8,15.9,999.9,57,28,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1033",2022,15,292,52.3,42.6,1016.6,9.5,11.4,15.9,18.1,63,46.9,0.07,999.9,1,0,0,1,0,10010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1034",2013,10,580,46.5,42,1014.1,7.6,8.8,15.9,17.1,54,41,0.12,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1035",2022,12,312,50.8,44.3,1015.5,9.9,10.6,15.9,18.1,61,43,0,999.9,1,0,0,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1036",2021,20,313,50.3,44.5,1012.8,8.2,8.9,15.9,999.9,61,41,0,999.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1037",2013,21,471,45.1,28.5,1029.4,10,11.7,15.9,22,48.9,39,0.24,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1038",2015,17,679,47.5,43.2,1021.5,6.9,12.5,15.9,24.1,54,39,0,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1039",2017,11,519,49.8,44,1021.8,8.8,12.1,15.9,999.9,55,41,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1040",2013,5,582,42.9,38.5,1014.7,8.7,8,17.1,22,48,39,0.01,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1041",2022,24,270,48.7,35,1024.8,10,9.7,17.1,22.9,55.9,39.9,0,999.9,1,0,0,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1042",2022,11,283,48.6,33.1,1013.8,10,13.6,17.1,27,57.9,43,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1043",2021,21,283,53.4,48.6,1009.1,9.8,13.5,17.1,999.9,59,42.1,0,999.9,1,0,0,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1044",2014,23,536,49.5,45.4,998,9.2,8.6,17.1,29.9,57.9,43,0.01,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1045",2014,6,484,41.1,25.3,1017.6,10,12.5,17.1,22.9,46.9,35.1,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1046",2019,2,553,37.1,22.5,1029.6,10,8.7,17.1,22,46.9,23,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1047",2018,3,551,35.3,32.5,1021.9,9.3,7.5,17.1,21,45,24.1,0.3,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1048",2016,11,624,47.8,38.9,1026,9.9,12.8,17.1,999.9,55,35.1,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1049",2020,16,138,43.7,30.9,1015.1,10,8.5,17.1,20,52,32,0.01,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1050",2016,30,581,47.3,33.1,1022.4,10,8.7,17.1,22,54,37,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1051",2017,20,632,47.5,44.1,1022.6,5.9,9.8,17.1,20,54,32,0.09,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1052",2013,7,451,39.7,28.6,1025.8,10,9.2,17.1,999.9,48,26.1,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1053",2019,6,587,46.3,41.2,1022.7,9.2,10.3,17.1,999.9,60.1,36,0.07,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1054",2017,19,580,41.7,32.2,1033.5,10,10.5,17.1,20,53.1,32,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1055",2013,18,553,46.5,37.3,1028.1,10,8.8,17.1,24.1,54,35.1,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1056",2019,28,395,46.9,36.3,1013.8,9.4,8.8,17.1,26,57,43,0.14,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1057",2014,9,595,46.8,36.1,1002.5,9.6,10,17.1,22.9,57,42.1,0.45,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1058",2013,17,535,52.1,42.7,1021.9,8.3,11,17.1,22.9,60.1,44.1,0.03,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1059",2017,23,517,46.5,39.5,1017.3,10,10.5,17.1,24.1,55.9,43,0.27,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1060",2019,29,565,47.8,34.7,1025.4,9.8,10.9,17.1,19,54,42.1,0.24,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1061",2016,26,479,46.8,42.8,1010.4,9,9.4,18.1,25.1,55,39.9,0.07,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1062",2015,7,452,44.2,40.5,1024,8.6,9.3,18.1,21,51.1,32,0.12,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1063",2014,26,548,44.9,36.6,1009.1,9.4,12.2,18.1,26,55,42.1,0,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1064",2022,9,293,48.8,44.2,1004.7,8.9,9.3,18.1,999.9,55.9,39.9,0,999.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1065",2014,20,393,44.2,31.2,1030.4,10,9.2,18.1,21,59,34,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1066",2021,24,301,51.1,40.3,1013.3,9.8,13,18.1,999.9,61,39,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067",2016,12,638,52.5,48.6,1018.9,6.4,13.6,18.1,999.9,57.9,44.1,0,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1068",2016,13,700,46.7,34.2,1025.8,9.8,12.9,18.1,27,57.9,37.9,0.13,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1069",2016,2,597,50.4,47.7,1000,5,8.5,18.1,25.1,59,46,0.79,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1070",2014,11,609,48,40.6,1017.8,8.8,13.4,18.1,21,53.1,44.1,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1071",2021,15,270,43.8,37.3,1011.6,10,10.4,18.1,22.9,54,37,0,999.9,1,0,0,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1072",2019,11,537,40.3,24,1021,10,10.8,18.1,24.1,48.9,35.1,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1073",2018,9,625,36.3,20.4,1018.1,10,12.6,18.1,22.9,42.1,30.9,0.01,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1074",2014,14,514,52.2,47.8,1019.3,7,14.4,18.1,22.9,57.9,39,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1075",2019,8,594,46.2,45.3,1016.8,5.9,8.4,18.1,999.9,50,37.9,0,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1076",2022,4,289,45,35.8,1009.2,10,12.3,18.1,22.9,52,37,0.17,999.9,1,0,0,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1077",2015,5,422,41.6,27.3,1020.4,10,12.5,18.1,25.1,57,34,0.05,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1078",2016,6,628,37,15.3,1026.7,10,10.7,19,26,44.1,28.9,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1079",2015,11,576,47.8,40.7,1010.9,5.1,12.4,19,24.1,57.9,39.9,0.26,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1080",2013,4,566,39,18.8,1023.2,10,14,19,28,45,34,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1081",2014,5,580,44.8,39.6,1008.7,7.7,13.8,19,25.1,50,41,0.03,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1082",2019,10,633,41.8,34.8,1007.6,9.3,10.4,19,22.9,48.9,35.1,0.1,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1083",2015,3,491,45,41.6,1012.8,5.9,14.6,19,22,48,42.1,0,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1084",2015,15,595,50.6,35.8,1019.2,8.3,6.9,19,27,62.1,37.9,0.03,999.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1085",2017,30,470,53.4,40,1022.3,9.8,12.6,19,27,66.9,45,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1086",2013,11,517,46.2,41,1013.7,6.6,10,19,26,52,42.8,0.06,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1087",2015,25,592,43.7,27.5,1007.6,9.9,12.9,19,22.9,51.1,37,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1088",2019,23,592,48.8,46.6,1012.2,6.3,11.4,19,28,57.9,44.1,0.28,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1089",2018,20,707,43.2,33.2,1014.9,10,11.6,19,24.1,51.1,37,0.08,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1090",2016,23,649,53.4,49.8,1009,5.6,9.3,19,26,72,50,0.13,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1091",2018,30,656,46.2,40.4,1013.5,10,12,19,22,57.9,41,0.07,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1092",2019,9,537,41.4,38.2,1006.5,9.4,12.7,19,24.1,50,39,0.19,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1093",2017,21,690,45.7,43.4,1017,4.6,13.9,19,27,46.9,44.6,0.03,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1094",2013,19,570,52.6,49.4,1018.1,4.6,12.5,19,29.9,59,46,0,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1095",2016,19,732,46.9,40,1016,9.8,7.9,20,999.9,64,37.9,0,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1096",2013,22,565,43,29.8,1037.8,10,11.3,20,25.1,50,34,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1097",2014,28,597,46.5,37.2,1016.1,10,13.7,20,24.1,52,41,0.01,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1098",2016,21,694,49.6,39,1020.5,10,13.4,20,27,59,39,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1099",2016,4,683,36.5,22.1,1015.4,8.2,10.3,20,29.9,46.9,30.9,0.07,999.9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1100",2015,19,471,46.3,37.4,1022,9.9,11,20,27,64,39.9,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1101",2013,6,531,40.2,22,1018.3,10,12.5,20,28.9,45,35.1,0.33,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102",2018,1,399,44.2,40.5,1017.3,10,13.4,20,27,50,39,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1103",2015,14,542,49.8,46.3,1021.3,8.9,10.2,20,29.9,54,37.9,0,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1104",2017,22,551,46.7,44.5,1012.1,5.7,13.2,20,27,48.9,44.1,0.19,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1105",2017,5,587,42.6,38.4,1010.8,7.8,14.1,20,27,46.9,39,0.38,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1106",2019,1,602,41.8,26.6,1014.7,10,15.2,20,28,55.9,36,0.07,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1107",2013,9,613,49.4,43.4,1015.9,6.7,10.7,20,28,63,39.9,0,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1108",2018,8,468,37.9,28.3,1009.4,9.5,11.2,21,28,50,33.1,0.03,999.9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1109",2014,17,508,37.5,23.8,1037.9,10,15.2,21,28.9,53.1,34,0.67,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1110",2019,21,398,52.2,51.5,1018.4,2.3,11.6,21,28,61,48.9,0.51,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1111",2018,7,487,43.5,37.2,1008.6,8.7,10.7,21,29.9,50,28.9,0.1,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1112",2015,10,486,43.9,41.7,1015.2,3.6,9.4,21,27,53.1,37,0.01,999.9,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1113",2015,1,648,37.9,24.8,1012.3,9.8,11.5,21,26,46,34,0.01,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1114",2018,14,624,47.7,45,1017.1,7,13.7,21,28.9,52,42.1,0.08,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1115",2015,24,676,44,27.7,1006,10,14.6,21,28,51.1,37.9,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1116",2017,29,661,54.2,51.6,1015.5,2.7,11.6,21,28,64,48.2,0.11,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1117",2017,25,723,49.7,46.6,1021.4,6.7,14.2,21,28.9,52,42.1,0.01,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1118",2016,24,448,49.1,31.2,1014.6,10,13.4,21,27,60.1,44.1,0.26,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1119",2018,26,729,50,48.9,1005.4,3.2,12.7,21,27,55,48,0.81,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1120",2015,8,457,41.2,34.2,1028.3,10,14.8,22,28,48,39,0.06,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1121",2013,23,513,44.6,40,1026.9,5.1,15,22,28.9,46.4,42.1,0.11,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1122",2015,23,612,46.9,37.6,1003.6,9.8,13.4,22,28.9,57,37.9,0.13,999.9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1123",2019,20,456,54.5,52.8,1013.8,2.9,17.7,22,31.1,61,48.9,0,999.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1124",2018,27,690,48.8,46.9,1011.9,7.8,9.2,22,999.9,55.9,39.9,0.03,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1125",2014,15,452,52.6,48,1013.3,6.6,16,22,32.1,57.9,48.9,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1126",2019,4,660,44.5,26,1023.7,9.8,16.5,22,32.1,50,37,0.19,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1127",2017,16,481,51.9,46.9,1014.7,5.3,15.7,22,28,57,37,0,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1128",2018,15,510,39.7,31.5,1027.4,9,17.5,22,33,55,37,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1129",2017,8,627,43.9,30.6,1002.9,9.8,16.5,22,28.9,51.1,39,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1130",2018,17,600,45.6,41.3,1001.3,8.4,16.1,22,28.9,53.1,39,0.43,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1131",2019,19,551,53.7,50.7,1014.1,4.8,16.7,22,32.1,59,50,0,999.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1132",2016,10,499,40.6,23.9,1019.2,10,15.7,22,28.9,48,35.1,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1133",2014,29,555,44.2,36,1028.1,10,16.5,22,28,46.9,42.1,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1134",2017,18,516,47.8,39.2,1024.7,10,12.1,22,29.9,53.1,41,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1135",2014,8,606,47.7,45.8,1003.5,1.9,14.7,22.9,29.9,52,44.1,0.7,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1136",2013,2,437,39.6,18.8,1011.4,9.9,17.2,22.9,33,51.1,32,0.02,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1137",2022,20,283,49.7,34.5,1020.5,10,18.4,22.9,29.9,55.9,45,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1138",2019,15,657,52,51.1,997.1,2.1,15.1,22.9,32.1,68,45,0.03,999.9,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1139",2013,13,555,44.4,39.7,1008.2,8.2,12.9,22.9,33,53.6,39,1.44,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1140",2019,18,540,43.7,38.7,1023.9,9.6,12.1,22.9,29.9,55.9,34,0,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1141",2020,17,158,42.2,20.9,1020.9,10,16.3,22.9,28.9,52,32,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1142",2021,30,331,55.9,50,993.1,6.9,16.6,22.9,31.1,62.1,48.9,0.24,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1143",2020,24,172,46.3,42.8,1008.7,7.7,12.5,22.9,34,50,36,0.54,999.9,1,0,0,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1144",2018,5,531,39.9,24,1010.7,10,17,22.9,33,57,34,0.17,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1145",2020,18,125,41,37,1010.2,6.9,15.3,22.9,28.9,46.9,36,0.61,999.9,1,0,0,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1146",2016,17,568,45.8,36.5,1027.9,10,15.4,22.9,29.9,52,42.1,0,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1147",2019,16,638,47.1,32.1,1007.6,10,18.3,24.1,33,57,42.1,0.58,999.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1148",2020,21,121,42.4,33,1004.5,9.4,11.8,24.1,49,52,28.9,0,999.9,1,0,0,0,0,10000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1149",2019,26,500,46.8,44.2,1011.9,7,13.9,24.1,31.1,55,39.9,0,999.9,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1150",2017,6,713,41.9,38.5,1013.6,7.9,12.9,24.1,29.9,51.8,39,0,999.9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1151",2015,9,452,39.4,35.5,1024.6,4.5,18.7,24.1,33,46.9,37,0.18,999.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
